nom_suggere;categorie;detail;ville;region;courriel;telephone;site;adresse;code_postal;gps;image;resume;nom_brut_melange
Chalet Gaspesie 118;Hébergement;Chalet, appartement, résidence de tourisme;New Richmond;Bonaventure;info@chalet-gapesie-118.ca;418 616-3133;https://chalet-gaspesie-118.ca;118 rue du Pin-Rouge;G0C2B0;48.1621177,-65.856769;https://chalet-gaspesie-118.ca/wp-content/uploads/Logo-Destination-Franc-Sud-Blanc-Petit-e1715512950277.jpg;Découvrez ce magnifique chalet au design scandinave, idéalement situé à New Richmond. Construit par des artisans locaux, il allie confort et esthétisme épuré. Profitez de l'atmosphère chaleureuse créée par le foyer au gaz et détendez-vous dans le spa extérieur tout au long de l'année, que ce soit en famille ou entre amis. Les équipements modernes incluent des électroménagers en acier inoxydable et;Écluse No10
Chaletsemia;Hébergement;Chalet, appartement, résidence de tourisme;Saint-Côme;Matawinie;chaletsemia@gmail.com;450 518-1554;https://chaletsemia.com;30 rue de la Fondrière;J0K2B0;46.2823076,-73.814949;https://www.chaletsemia.com/wp-content/uploads/2021/02/logo_gris_chaletsemia_crop-1.png;Découvrez le Chalet Au Bordeaux, un havre de paix situé à Saint-Côme dans la région de Lanaudière, idéal pour accueillir jusqu'à 8 personnes. Ce chalet, fruit d'un rêve collectif, est l'endroit parfait pour créer des souvenirs inoubliables en famille ou entre amis. À proximité, une multitude d'activités vous attend, allant du ski alpin au VTT, en passant par la raquette et le canot volant. Vous ap;Eastern townships spa at Sutton, hotel and restaurant near Lac Brome
Chalet Montcalm;Hébergement;Chalet, appartement, résidence de tourisme;Montcalm;Les Laurentides;info@tri-logis.ca;819 762-3435;https://chalet-montcalm.ca;21 rue de Lausanne;J0T2V0;45.9434647,-74.434203;https://www.tri-logis.ca/resources/images/chalets/_t600x315/ext12.jpg;Découvrez un magnifique chalet paisible situé dans un havre de paix, offrant une vue imprenable sur le lac Lajeunesse. Capable daccueillir jusquà 18 personnes dans ses 6 chambres confortables, ce lieu est idéal pour des séjours en famille ou entre amis. Profitez de la tranquillité, du spa ouvert toute l'année avec vue sur le lac, et d'activités nautiques grâce aux kayaks mis à disposition. Le ch;DUPLEX LE NORDIK
Terreeauciel;Hébergement;Gîte touristique;Baie-des-Sables;La Matanie;terreeaucielbaiedessables@gmail.com;418 772-6729;https://terreeauciel.ca;90-1 rue de la Mer;G0J1C0;48.721510989967,-67.89650974589;https://terreeauciel.ca/wp-content/uploads/2021/04/cropped-cropped-LogoGIteBDS.png;Niché à Baie-des-Sables, ce charmant presbytère de 150 ans offre une atmosphère chaleureuse et accueillante, idéale pour les visiteurs en quête de détente. Les suites rénovées allient confort moderne et touches historiques, avec des chambres spacieuses pouvant accueillir familles et couples. Profitez de déjeuners savoureux préparés avec des ingrédients locaux, mettant à l'honneur les produits de l;DU FLEUVE À LA MONTAGNE 2
Motel Nanook;Hébergement;Hôtel;Cap-Chat;La Haute-Gaspésie;laura.couture1@gmail.com;418 786-2070;https://www.motel-nanook.com;104 rue Notre-Dame Est;G0J1G0;49.1041891,-66.660422;https://motel-nanook.com/wp-content/uploads/slide02.jpg;Le Motel Nanook, situé à Cap-Chat en Gaspésie, est votre destination idéale pour un séjour relaxant tout au long de l'année. Profitez de chambres lumineuses et confortables, toutes rénovées, avec vue panoramique sur la mer. Chaque matin, laissez-vous séduire par un déjeuner fait maison préparé par votre hôte, Laura Couture. Outre les magnifiques couchers de soleil, de nombreuses activités s'offren;Du côté de chez Swann
Miradorsurlefief;Hébergement;Chalet, appartement, résidence de tourisme;Petite-Rivière-Saint-François;Charlevoix;info@miradorsurlefief.com;418 661-2033;https://www.miradorsurlefief.com;2 chemin de la Rose-Hélène;G0A2L0;47.3274612,-70.578898;;Découvrez les chalets Mirador, situés au cur du Domaine le FIEF du Massif, à Petite-Rivière-Saint-François. Avec une vue imprenable sur le fleuve Saint-Laurent et les montagnes environnantes, ces chalets modernes sont un véritable havre de paix. Idéaux pour les familles, les amis ou les événements corporatifs, ils offrent un confort absolu tout en étant à proximité du centre de ski Le Massif et d;DORVAL LODGE
2 Acres 3 Lacs;Hébergement;Chalet, appartement, résidence de tourisme;Val-des-Sources;Les Sources;marcotte12@hotmail.com;819 905-1055;https://2acres3lacs.com;213 rue Dusseault;J1T3M7;45.7976583,-71.898778;https://2acres3lacs.com/wp-content/uploads/2022/06/deck3-scaled.jpg;Découvrez cette charmante maison à louer, nichée sur un terrain de 2 acres au bord des Trois-Lacs, en Estrie, offrant un retrait paisible à seulement 40 minutes de Sherbrooke. Idéale pour des séjours en famille ou entre amis, elle peut accueillir jusqu'à 16 personnes dans un cadre intime et chaleureux. Profitez d'une multitude d'activités sur place, telles que baignade, pêche, et sports en plein a;DÔMES ST-CÔME
Maisonauxeglantiers;Hébergement;Chalet, appartement, résidence de tourisme;Saint-Antoine-de-l'Isle-aux-Grues;Montmagny;commun1@videotron.ca;418 833-4920;https://www.maisonauxeglantiers.com;149 chemin de la Basse-Ville;G0R1P0;47.0585587,-70.554407;https://www.maisonauxeglantiers.com/images_menu/maison_index.jpg;La Maison aux Églantiers est une charmante maison romantique située sur les rives du fleuve Saint-Laurent, à Isle-aux-Grues. Cet hébergement trois étoiles offre une vue imprenable sur l'archipel et les magnifiques couchers de soleil. Ce havre de paix invite à la tranquillité et à la contemplation, idéal pour les écrivains et les amateurs de nature. À proximité, les visiteurs peuvent savourer les d;Dômes Charlevoix | Chalets à louer | Québec Canada
Domainelaberge;Hébergement;Chalet, appartement, résidence de tourisme;Chambord;Le Domaine-du-Roy;domainelaberge@gmail.com;418 696-0335;https://www.domainelaberge.com;175 chemin Laberge;G0W1G0;48.4747829,-72.125044;https://www.domainelaberge.com/wp-content/uploads/2024/02/pignons_rouges.webp;La Maison aux Pignons Rouges et le Chalet La Terrasse offrent un hébergement chaleureux et confortable en pleine nature, idéaux pour des séjours en famille ou entre amis. Situés dans un cadre pittoresque, ces lieux accueillent respectivement jusqu'à 14 et 6 personnes, parfaits pour se ressourcer. La Maison aux Pignons Rouges est disponible toute l'année, tandis que le Chalet La Terrasse est ouvert;DÔMES BELLECHASSE
Lamaisondubonheurgaspesie;Hébergement;Chalet, appartement, résidence de tourisme;Escuminac;Avignon;clairepoirierremax@gmail.com;819 744-1110;https://lamaisondubonheurgaspesie.ca;73 rue Bellevue;G0C1N0;48.1150804,-66.489913;https://lamaisondubonheurgaspesie.ca/wp-content/uploads/2021/07/maison-1-scaled.jpeg;Découvrez La Maison du Bonheur, une maison ancestrale située dans la magnifique Baie des Chaleurs en Gaspésie. À seulement deux minutes de la mer, cette propriété historique de 1848 offre tout le confort moderne sur un vaste terrain boisé de 4 acres, idéal pour des vacances en famille ou entre amis. Avec ses cinq chambres accueillantes, un salon chaleureux et une cuisine bien équipée, vous pourrez;DOMAINE WHITE ROCKS CHALET # 5
Atmospherecharlevoix;Hébergement;Chalet, appartement, résidence de tourisme;Petite-Rivière-Saint-François;Charlevoix;sebastien.noreau@anp.ca;418 840-9221;http://atmospherecharlevoix.com;18 chemin des Prés;G0A2L0;47.3629871,-70.556362;http://atmospherecharlevoix.com/wp-content/uploads/2017/03/26C6122-2-1600x900.jpg;Découvrez cette magnifique maison locative à Petite-Rivière-St-François, idéale pour un séjour inoubliable en groupe, pouvant accueillir de 2 à 20 personnes. Avec son ambiance chaleureuse, ses grands espaces ouverts, et une vue panoramique sur le fleuve et les montagnes, ce lieu est parfait pour se détendre. Profitez d'une cuisine entièrement équipée, d'une salle de loisirs avec billard et cinéma ;DOMAINE TÉMIKAMI
Maisonmelba;Hébergement;Chalet, appartement, résidence de tourisme;Frelighsburg;Brome-Missisquoi;info@maisonmelba.com;438 944-2666;https://www.maisonmelba.com;2 chemin Melba;J0J1C0;45.0463683,-72.815456;http://maisonmelba.com/cdn/shop/files/maisonmelba_header_1200x628_7bba2755-8081-4768-acee-356141c5df2d.jpg?v=1756490340;La Maison Melba, située dans la belle région de Brome-Missisquoi, vous invite à découvrir les saveurs authentiques de la région à travers des créations artisanales. En collaboration avec des producteurs locaux, elle propose une gamme de produits uniques, allant de jus de légumes frais à des pâtes savoureuses, tous élaborés avec passion et expertise. La Maison Melba se démarque par son engagement e;DOMAINE SYLVA
Leschaletsdulacseptiles;Hébergement;Chalet, appartement, résidence de tourisme;Saint-Raymond;Portneuf;guillaume@manoirdulacseptiles.com;418 337-8893;https://www.leschaletsdulacseptiles.com/maison-savary.html;4090 rue Pleau;G3L2V1;46.9236532,-71.746972;https://www.leschaletsdulacseptiles.com/images/chalet_01.gif;Découvrez la Maison Savary, un chalet de luxe parfaitement situé au bord d'un lac paisible. Cet havre de paix offre une intimité précieuse et des équipements haut de gamme, idéal pour des vacances mémorables en famille ou entre amis. Avec deux chambres confortables, dont une avec lit queen, vous serez enveloppé par la nature environnante. Profitez d'une atmosphère relaxante tout en découvrant les ;DOMAINE SPORTIF DU LAC LOUP - POURVOIRIES ESSIPIT
Lefluvial;Hébergement;Chalet, appartement, résidence de tourisme;Les Éboulements;Charlevoix;andre.gascon.2@ulaval.ca;418 572-7250;https://www.lefluvial.ca;285 chemin Pierre-De Sales;G0A2M0;47.464066,-70.375975;https://www.lefluvial.ca/img/lefluvial.svg;Le Fluvial est une maison touristique accueillante située au bord du fleuve Saint-Laurent, offrant cinq chambres avec une vue imprenable sur ce paysage majestueux. Ce lieu représente le tourisme à son meilleur, alliant confort moderne et atmosphère chaleureuse. Les visiteurs pourront profiter d'un cadre paisible entre mer et montagnes, parfait pour une escapade relaxante. Avec un excellent rapport;DOMAINE SCOUT ST-LOUIS-DE-FRANCE
Lecotier;Hébergement;Chalet, appartement, résidence de tourisme;Les Éboulements;Charlevoix;andre.gascon.2@ulaval.ca;418 653-3064;https://www.lecotier.ca;281 chemin Pierre-De Sales;G0A2M0;47.4645351,-70.375835;https://www.lecotier.ca/img/lecotier.svg;Le Côtier est une maison touristique accueillante, composée de 5 chambres, qui surplombe majestueusement le fleuve Saint-Laurent. Située dans un cadre enchanteur entre mer et montagnes, cette maison moderne allie confort et style contemporain. Les visiteurs apprécieront la vue imprenable tout en profitant d'un rapport qualité-prix exceptionnel. Que ce soit pour une escapade romantique ou un séjour;DOMAINE SAINTE-ANNE
Aubergemanitonga;Hébergement;Hôtel;Mont-Tremblant;Les Laurentides;mathieu@manitonga.com;819 425-6008;https://www.aubergemanitonga.com;2213 chemin du Village;J8E1K4;46.1973167,-74.616796;https://www.facebook.com/tr?id=1781720126100862&ev=PageView&noscript=1;Découvrez l'Auberge Manitonga, un hébergement chaleureux et pratique situé à Mont-Tremblant, au bord du Lac Moore. Profitez de laccès facile aux sentiers de vélo, aux parcs et aux commerces du village, tout en étant à proximité des activités de plein air. Nos suites confortables, allant de chambres idéales pour deux à des condos spacieux pour huit personnes, sont équipées de commodités modernes, ;DOMAINE KAALOO - LA SITTELLE
Manoirdauteuil;Hébergement;Hôtel;Québec;Québec;linda@manoirdauteuil.com;418 694-1173;https://www.manoirdauteuil.com/fr;49 rue D'Auteuil;G1R4C2;46.8114099,-71.21152;https://www.manoirdauteuil.com/wp-content/uploads/flags/en.png;Le Manoir d'Auteuil, situé face à la Colline Parlementaire à Québec, est un hôtel au charme indéniable, alliant style Art Déco et touches contemporaines. Avec ses 38 chambres et suites uniques, l'atmosphère chaleureuse est idéale pour les couples en quête d'évasion ou les professionnels en déplacement. Les clients soulignent la qualité du service et l'accueil chaleureux du personnel. Le cadre hist;DOMAINE KAALOO - LA MÉSANGE D'OLIVIER
Manoirlacducerf;Hébergement;Chalet, appartement, résidence de tourisme;Lac-du-Cerf;Antoine-Labelle;info@manoirlacducerf.ca;819 597-4299;https://www.manoirlacducerf.ca;12 rue Bondu;J0W1S1;46.3035321,-75.50377;https://manoirlacducerf.ca/wp-content/uploads/2021/04/mldc-logo.jpg;Découvrez le Manoir Lac du Cerf, un havre de paix niché au cur de la nature, offrant une vue imprenable sur le lac du Cerf et ses paysages environnants. Situé dans la région de Lanaudière, cet établissement allie confort moderne et charme d'antan. Les visiteurs peuvent profiter d'activités variées telles que la randonnée, le kayak et l'observation de la faune, tout en savourant une cuisine délici;Domaine international de Rouville
Manoirmaplewood;Hébergement;Chalet, appartement, résidence de tourisme;Waterloo;La Haute-Yamaska;maplewood@manoirs.ca;450 920-1500;https://www.manoirmaplewood.com;26 rue Clark;J0E2N0;45.340579,-72.512213;https://manoirs.ca/wp-content/uploads/2024/04/Gloriette5.webp;Découvrez le Manoir Maplewood, un hébergement d'exception situé à Waterloo, qui vous accueille dans un cadre à la fois élégant et chaleureux. Avec ses 18 chambres confortables, il peut séduire jusqu'à 59 personnes, offrant ainsi une expérience personnalisée pour vos événements. Profitez de l'ambiance agréable du village, où vous trouverez bars, bistrots, et le Marché Foster pour vos courses de pro;DOMAINE HÉRITAGE
Manoirmorgan;Hébergement;Hôtel;Québec;Québec;info@manoirmorgan.com;418 694-1877;https://www.manoirmorgan.com;12 rue Sainte-Anne;G1R3X2;46.8130864,-71.205593;https://manoirmorgan.com/wp-content/plugins/nd-shortcodes/addons/customizer/header/header-2/img/icon-close-white.svg;Le Manoir Morgan, situé au cur de la ville de Québec, offre une expérience unique à travers son ambiance historique et ses suites lumineuses avec vues sur le Vieux-Québec. Certaines chambres présentent des plafonds de 15 pieds, créant un environnement spacieux et relaxant. Les visiteurs peuvent également savourer une cuisine raffinée au Bistro 1640, qui mêle viandes et vins dans un cadre chaleure;DOMAINE HENRI-DAZE
Campinglafierte;Hébergement;Hôtel;Sainte-Julienne;Montcalm;info@campingdelafierte.com;450 834-2888;https://www.campinglafierte.com;2905 montée Hamilton;J0K2T0;46.0214978,-73.694389;https://static.wixstatic.com/media/ed378f_05d16ad8ed8640f7acc3994ff575db5e%7Emv2_d_1536_1536_s_2.jpg/v1/fit/w_2500,h_1330,al_c/ed378f_05d16ad8ed8640f7acc3994ff575db5e%7Emv2_d_1536_1536_s_2.jpg;Niché dans la région de Lanaudière, à seulement 45 minutes de Montréal, le Camping/Domaine La Fierté est un havre de paix réservé aux hommes, offrant une ambiance chaleureuse et conviviale. Étendue sur 250 acres, cette destination unique comprend un grand lac avec une plage, des dunes de sable, ainsi qu'une variété d'installations communautaires. Vous trouverez des options d'hébergement variées, d;DOMAINE GENESSEE
Comacasa;Hébergement;Chalet, appartement, résidence de tourisme;Sainte-Thérèse-de-la-Gatineau;La Vallée-de-la-Gatineau;karine168@live.ca;819 827-1686;https://www.comacasa.ca;110 chemin Major;J0X2X0;46.291231,-75.893367;https://comacasa.ca/wp-content/uploads/2024/12/16-2.jpg;Com A Casa est votre partenaire idéal pour la gestion locative de chalets dans la belle région de la Vallée-de-la-Gatineau. Avec des services clé en main et à la carte, l'équipe de Com A Casa veille à ce que chaque propriétaire loue son chalet en toute sérénité, en s'occupant des réservations, de l'entretien et de la communication avec les locataires. Audrée et Étienne, fervents ambassadeurs de le;Domaine Enchanteur (au Domaine de la forêt perdue)
Minganie;Hébergement;Camping;Longue-Pointe-de-Mingan;Minganie;information@minganie.info;418 949-2302;http://www.minganie.info;126 Rue De La Mer;G0G1V0;50.2675822,-64.140779;http://www.minganie.info/fr/image/icon/mail.png;Les Maisonnettes des Îles, situées à Longue-Pointe-de-Mingan sur les rives du golfe Saint-Laurent, vous accueillent pour un séjour inoubliable en pleine nature. Avec une vue imprenable sur la mer, cet établissement propose divers types d'hébergement, notamment des motels, des roulottes et des emplacements de camping. C'est le point de départ idéal pour explorer l'Archipel-de-Mingan, célèbre pour s;DOMAINE DU LAC KERGUS INC
Bonjourgaspesie;Hébergement;Hôtel;Sainte-Anne-des-Monts;La Haute-Gaspésie;info@bonjourgaspesie.com;418 763-5308;https://www.bonjourgaspesie.com;21 1re Avenue Est;G4V1A2;49.129714,-66.484067;https://www.bonjourgaspesie.com/images/Skin/logo-seigneurie-monts.svg;Découvrez l'Auberge la Seigneurie des Monts, une charmante escale en bord de mer. Située sur la pittoresque 1ère Avenue, cette auberge vous invite à profiter de balades paisibles le long du littoral. Vous serez accueilli par une équipe attentionnée et dynamique, dédiée à rendre votre séjour mémorable. Que ce soit pour un week-end relaxant ou un moment festif, l'Auberge la Seigneurie des Monts saur;DOMAINE DU GRAND CALME
Rodewayinngaspe;Hébergement;Hôtel;Gaspé;La Côte-de-Gaspé;reservation@rodewayinngaspe.com;418 368-2244;https://rodewayinngaspe.com;20 rue Adams;G4X1E4;48.8312606,-64.482867;https://www.rodewayinngaspe.com/images/Skin/partage-rodewayinn-gaspe.jpg;Niché au cur du centre-ville de Gaspé, le Rodeway Inn est un motel 3 étoiles offrant un cadre chaleureux et confortable. À proximité du Parc National Forillon et du célèbre Rocher Percé, il constitue un point de départ idéal pour explorer la beauté naturelle de la région. Avec ses 96 chambres accueillantes, l'établissement s'adapte à tous les types de voyageurs, qu'ils soient en affaires ou en lo;DOMAINE DU FLEUVE
Leschaletsdauvergne;Hébergement;Chalet, appartement, résidence de tourisme;Sainte-Christine-d'Auvergne;Portneuf;location@auvergne.ca;418 569-8086;https://leschaletsdauvergne.ca;165 rue Paquet;G0A1A0;46.8415914,-71.921478;https://leschaletsdauvergne.ca/uploads/_share/Logos_Chalets-auvergne-1-05.png;Découvrez les Chalets d'Auvergne, un véritable havre de paix situé dans la région pittoresque de Portneuf, à proximité de la rivière Sainte-Anne. Ces chalets écologiques, installés sur un vaste domaine boisé, offrent un séjour confortable et ressourçant, idéal pour les familles, les couples ou entre amis. Profitez de l'atmosphère apaisante de la nature tout en ayant accès à des commodités modernes;DOMAINE DES QUATRES CHUTES
Auvergne;Hébergement;Chalet, appartement, résidence de tourisme;Sainte-Christine-d'Auvergne;Portneuf;richard.trempe.arch@gmail.com;418 569-8086;https://www.auvergne.ca;161 rue Paquet;G0A1A0;46.8412272,-71.921176;https://leschaletsdauvergne.ca/uploads/_share/Logos_Chalets-auvergne-1-05.png;Les Chalets d'Auvergne vous accueillent dans un écrin de nature, au cur de la région de Portneuf. Nichés sur un vaste domaine boisé de plus de 100 acres, ces chalets écologiques allient confort moderne et approche écoresponsable. Idéal pour des vacances en famille, une escapade romantique ou une retraite entre amis, chaque chalet offre une atmosphère chaleureuse et reposante. Profitez d'activités;DOMAINE DES PRÉS D'OR
Hotellerustique;Hébergement;Hôtel;Saint-Irénée;Charlevoix-Est;info@hotellerustique.ca;581 326-5934;https://www.hotellerustique.ca;285 rue Principale;G0T1V0;47.5726793,-70.209342;https://static.wixstatic.com/media/7c9bc5_bf4ca1e7722a4f9abc1ffb0489775c0d%7Emv2.jpeg/v1/fit/w_2500,h_1330,al_c/7c9bc5_bf4ca1e7722a4f9abc1ffb0489775c0d%7Emv2.jpeg;L'Hôtel Le Rustique, situé au cur de Charlevoix à Sainte-Irénée, vous invite à vivre une escapade inoubliable. Son ambiance chaleureuse et conviviale crée un cadre parfait pour se ressourcer. Les chambres au style rustique, élégamment décorées, offrent un confort optimal et certaines d'entre elles révèlent une vue imprenable sur le fleuve Saint-Laurent. Profitez de la beauté naturelle des environ;DOMAINE DES 2 ACRES, 3 LACS
Maisondesleclerc;Hébergement;Chalet, appartement, résidence de tourisme;Trois-Rivières;Trois-Rivières;maisondesleclerc@videotron.ca;819 380-4343;https://www.maisondesleclerc.com;2821 rue Notre-Dame Est;G8V1Y8;46.3940015,-72.466073;https://maisondesleclerc.com/wp-content/uploads/2020/03/36040247_edited.jpg;Nichée dans la région de la Mauricie, cette maison de ferme ancestrale, propriété de la famille Leclerc depuis plus de 80 ans, offre une immersion dans l'histoire et la culture québécoise. Ce lieu emblématique a vu naître les premiers pas de l'artiste Félix Leclerc, et des souvenirs ainsi que des photos rendent hommage à son héritage. Les visiteurs peuvent apprécier l'atmosphère chaleureuse de cet;DOMAINE DE LA BUTTE
Gite Lesmatinsdevictoria;Hébergement;Hôtel;Waterloo;La Haute-Yamaska;;450 539-5559;https://www.gite-lesmatinsdevictoria.com;950 rue Western;J0E2N0;45.344259,-72.528735;https://one.monsamm.com/gallery/;Nichée à Waterloo dans la région de la Haute-Yamaska, l'auberge Les Matins de Victoria est un bâtiment victorien restauré datant de 1870. Cette maison d'hôtes offre des chambres lumineuses et décorées avec soin, dotées de meubles anciens et de commodités modernes, telles que des peignoirs et des réfrigérateurs. Les visiteurs apprécieront le séjour d'époque chaleureux, ainsi qu'un jardin paisible e;Domaine de l'Oie Toquée
Hoteldulaclenore;Hébergement;Hôtel;Sainte-Adèle;Les Pays-d'en-Haut;hoteldulaclenore@gmail.com;450 745-4545;https://www.hoteldulaclenore.com;2010 chemin Pierre-Péladeau;J8B1Z5;45.9983445,-74.112453;https://one.monsamm.com/gallery/;L'hôtel du Lac Lenore, situé à Sainte-Adèle dans les magnifiques Laurentides, vous offre une expérience de séjour apaisante au cur de la nature. Profitez de chambres confortables et bien équipées, certaines avec vue sur le lac et baignoire à remous. L'atmosphère chaleureuse de l'établissement vous invite à la détente après une journée passée à explorer les magnifiques paysages environnants. Que v;DOMAINE DE L'ÎLE AU CANOT
Chaletpetitmarcelin;Hébergement;Chalet, appartement, résidence de tourisme;Sainte-Thérèse-de-la-Gatineau;La Vallée-de-la-Gatineau;petitmarcelin13@gmail.com;819 951-4104;https://chaletpetitmarcelin.com;13 chemin de la Rive;J0X2X0;46.2742099,-75.865502;https://chaletpetitmarcelin.com/wp-content/uploads/sites/21/2024/07/chalet-petit-marcelin-fb.jpg;Le chalet Le Petit Marcelin, situé au bord du lac Marcelin à Sainte-Thérèse-de-la-Haute-Gatineau, vous invite à une expérience unique en pleine nature. Idéal pour des séjours en famille ou entre amis, il offre un confort inégalable grâce à ses installations modernes. Réveillez-vous au son apaisant de la nature et profitez d'activités de plein air telles que la baignade, le sauna et la planche à pa;DOMAINE D'OSKELANEO
Campinglaclibby;Hébergement;Camping;Saint-Étienne-de-Bolton;Memphrémagog;info@campinglaclibby.com;450 297-2221;http://www.campinglaclibby.com;426 1er Rang;J0E2E0;45.2824896,-72.3634;https://campinglaclibby.com/wp-content/uploads/2018/07/flogo_rgb_hex-brc-site-50.png;Niché au cur des Cantons de l'Est, le camping 4 étoiles du Domaine du Lac Libby constitue une destination prisée pour les amoureux de la nature. Offrant un cadre paisible, chaque terrain garantit intimité et confort, facilitant une immersion totale dans le paysage environnant. Avec des installations modernes impeccables, ce camping familiale se distingue par ses activités variées pour tous les âg;DOMAINE CHALETS DES PINS
Lavillamonrepos;Hébergement;Hôtel;Val-Brillant;La Matapédia;immo.gendron@gmail.com;418 330-1372;https://www.lavillamonrepos.com;31 rue Saint-Pierre Ouest;G0J3L0;48.5350519,-67.550902;https://one.monsamm.com/gallery/;Nichée dans le pittoresque village de Val Brillant, la Villa Mon Repos est une auberge accueillante offrant 12 chambres confortables. À proximité du magnifique lac Matapédia, ses hôtes peuvent également profiter de la station de ski de Val D'Irène, située à 10 km, ainsi que de nombreux sentiers de randonnée. La Villa dispose d'un salon commun chaleureux, d'une salle à manger et d'une cuisine entiè;District Golf
Aerogatineauottawa;Hébergement;Camping;Gatineau;Gatineau;info@aerogatineauottawa.ca;450 846-8786;https://aerogatineauottawa.com/fr;1699 Arthur-Fecteau;J8R 2Z9;45.5178636,-75.56381;https://aerogatineauottawa.com/wp-content/uploads/2024/11/screenshot-aerogatineauottawa_com-2024_11_25-12_37_40.png;Découvrez AERO Gatineau-Ottawa, l'un des plus grands spectacles aériens du Canada, qui aura lieu du 18 au 20 septembre 2026. Cet événement captivant met en scène des performances exceptionnelles des Forces canadiennes, avec des avions emblématiques tels que le CF-18 Hornet et les Snowbirds. L'atmosphère vibrante de ce rassemblement attire des passionnés d'aviation de tous âges, offrant une expérie;DEVILLE CENTRE HÔTELIER
Lejardindesmesanges;Hébergement;Gîte touristique;Saint-Cyprien (paroisse);Les Etchemins;info@lejardindesmesanges.com;418 383-5777;https://www.lejardindesmesanges.com;482 route Fortier;G0R1B0;46.337894,-70.308929;https://dev.lejardindesmesanges.com/wp-content/uploads/2020/03/tourisme_etchemins-e1589305860584.png;Découvrez un gîte chaleureux et accueillant, où lhospitalité dHélène et Roger transforme chaque séjour en un moment inoubliable. Situé dans une région paisible, cet oasis de tranquillité offre une ambiance relaxante et un cadre agréable. Les visiteurs apprécient les petits déjeuners exceptionnels préparés avec des produits frais et locaux. Échanges enrichissants et convivialité sont au rendez-vo;Destination histoire, nature et culture  Plaines dAbraham
Campingrustiqueorford;Hébergement;Camping;Orford;Memphrémagog;info@campingrustiqueorford.com;819 446-1777;http://www.campingrustiqueorford.com;89 Rue Des Cerfs;J1X7M3;45.3487778,-72.13429;https://campingrustiqueorford.com/wp-content/uploads/2019/06/CampingRustiqueOrford-1.jpg;Découvrez un lieu de camping unique à Orford, dans les Cantons-de-l'Est, où la nature s'invite à votre porte. Profitez de sites de camping éloignés pour plus d'intimité, accessibles par une courte marche, ou optez pour l'un des trois chalets rustiques disponibles toute l'année. Vous serez à proximité du Parc national du Mont-Orford et des attraits de Magog, comme ses restaurants et sa plage. Avec ;DESTINATION CHALET 236
Danslesbrasdemorphee;Hébergement;Gîte touristique;Saint-Jean-de-l'Île-d'Orléans;L'Île-d'Orléans;info@danslesbrasdemorphee.com;418 829-3792;https://www.danslesbrasdemorphee.com;5474 chemin Royal;G0A3W0;46.8985218,-70.949745;https://danslesbrasdemorphee.com/wp-content/uploads/2022/05/DJI_0045-1024x768.jpg;Située sur l'île d'Orléans, l'Auberge Dans les bras de Morphée offre un hébergement paisible et chaleureux, surplombant le majestueux fleuve Saint-Laurent. Ses quatre chambres spacieuses, agrémentées d'une salle de bain privée et décorées avec soin, garantissent confort et intimité. Les hôtes, Louise et Marc, vous accueillent dans une atmosphère reposante, où le charme d'antan rencontre les commod;Des Cantons Microbrasserie
Mi Clos;Hébergement;Camping;Orford;Memphrémagog;info@mi-clos.com;819 919-8950;http://www.mi-clos.com;466 chemin Alfred-Desrochers;J1X6J4;45.3562807,-72.131793;https://mi-clos.com/wp-content/uploads/2024/05/dome.png;Mi-clos est un domaine unique situé à proximité du parc national du Mont-Orford en Estrie, où des dômes intimistes et écoluxueux offrent une vue panoramique sur les montagnes. Idéal pour une escapade romantique ou en pleine nature, chaque dôme dispose d'un lit king-size, d'un spa, d'un sauna privé, ainsi que d'une cuisine entièrement équipée. Les visiteurs peuvent bénéficier de forfaits sur mesure;Délire escalade (Sainte-Foy)
Hautsrefuges;Hébergement;Camping;Les Éboulements;Charlevoix;info@hautsrefuges.com;514 267-5433;http://www.hautsrefuges.com;760 Rang Sainte-Catherine;G0A2M0;47.5130681,-70.351767;http://static1.squarespace.com/static/633d8932b48e6771549bf111/t/64b937a699d9bc43e74671fe/1689860015144/Hauts+refuges+Facebook.jpg?format=1500w;Situés au cur de Charlevoix, les Micro-chalets Hauts Refuges offrent une expérience unique de prêt-à-camper dans un cadre enchanteur. Accessible uniquement à pied, chaque refuge perché dans les arbres peut accueillir de 1 à 6 personnes et est entièrement équipé pour garantir confort et simplicité : lits douillets, poêle à bois et espace cuisine. Idéals pour les familles, ces refuges offrent un ac;Délire Escalade (Lévis)
Gestionsolara;Hébergement;Chalet, appartement, résidence de tourisme;Saint-Côme;Matawinie;info@gestionsolara.com;;https://gestionsolara.com/chalet/elliso-lac-ski-coin-feu-exterieur;501 rue Marie;J0K2B0;46.2822769,-73.709651;https://gestionsolara.com/wp-content/uploads/2021/07/IMAGE-SLIDER-BORD-DE-LEAU.jpg;Découvrez Mini Bonheur-eux, un véritable sanctuaire situé à Saint-Côme, dans la région de Lanaudière. Cet hébergement confortable peut accueillir jusqu'à six voyageurs, offrant une ambiance paisible et chaleureuse. Profitez d'une vue imprenable sur la nature environnante tout en vous relaxant dans le spa sur place. Les deux chambres invitent à la détente et à l'intimité. En été, savourez des momen;DANS LES BRAS DE MORPHÉE
